Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,1254.0,"Ciutat Vella, Barcelona",Profesional,1.0,45.0,exterior,,1.0,
Alquiler de Piso en calle de Joaquín Costa,1450.0,"El Raval, Barcelona",Profesional,2.0,70.0,,4.0,1.0,
Alquiler de Piso en calle de la Paloma,1450.0,"El Raval, Barcelona",Profesional,2.0,60.0,interior,Entreplanta,1.0,
Alquiler de Piso en calle de l'Aurora,1490.0,"El Raval, Barcelona",Profesional,1.0,40.0,interior,1.0,,
Alquiler de Piso en plaza de la Gardunya,1800.0,"El Raval, Barcelona",Profesional,2.0,60.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en calle de Joaquín Costa,1295.0,"El Raval, Barcelona",Profesional,1.0,72.0,exterior,4.0,,
Alquiler de Piso en calle de Joaquín Costa,1190.0,"El Raval, Barcelona",Profesional,1.0,70.0,interior,Entreplanta,1.0,
Alquiler de Piso en paseo de Joan de Borbó,2700.0,"La Barceloneta, Barcelona",Profesional,3.0,70.0,,3.0,1.0,
Alquiler de Piso en calle de la Junta de Comerç,1495.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,2.0,,
Alquiler de Piso en calle de Joaquín Costa,1450.0,"El Raval, Barcelona",Profesional,2.0,70.0,interior,2.0,1.0,
Alquiler de Piso en calle d'Andrea Dòria,1045.0,"La Barceloneta, Barcelona",Profesional,1.0,32.0,,Entreplanta,,
Alquiler de Piso en calle de l'Hospital,1100.0,"El Raval, Barcelona",Profesional,1.0,55.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Marquès de Barberà,1600.0,"El Raval, Barcelona",Profesional,1.0,46.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Paloma,1450.0,"El Raval, Barcelona",Profesional,2.0,60.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Joaquín Costa,1590.0,"El Raval, Barcelona",Profesional,3.0,75.0,,2.0,1.0,
"Alquiler de Piso en calle del Comerç, 27",2430.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,68.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Gravina,2500.0,"El Raval, Barcelona",Profesional,2.0,79.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle de Gravina,3350.0,"El Raval, Barcelona",Profesional,2.0,93.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Mercè,1750.0,"El Gòtic, Barcelona",Profesional,2.0,60.0,exterior,3.0,1.0,
Alquiler de Piso en calle de l'Hospital,1550.0,"El Raval, Barcelona",Profesional,3.0,80.0,,4.0,0.0,
Alquiler de Piso en El Gòtic,2400.0,"Ciutat Vella, Barcelona",Profesional,2.0,87.0,exterior,1.0,0.0,
Alquiler de Piso en calle de Milans,1995.0,"El Gòtic, Barcelona",Profesional,2.0,74.0,exterior,Entreplanta,1.0,
"Alquiler de Piso en calle de Montjuïc del Bisbe, 3",3510.0,"El Gòtic, Barcelona",Profesional,2.0,82.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Mercè,2990.0,"El Gòtic, Barcelona",Profesional,4.0,120.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Milans,1995.0,"El Gòtic, Barcelona",Profesional,2.0,66.0,,Entreplanta,1.0,
Alquiler de Piso en calle del General Álvarez de Castro,1950.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,80.0,interior,2.0,1.0,
"Alquiler de Piso en tapineria, 3",1900.0,"El Gòtic, Barcelona",Profesional,1.0,40.0,exterior,2.0,0.0,
Alquiler de Piso en calle del Bisbe,1800.0,"El Gòtic, Barcelona",Profesional,2.0,57.0,exterior,2.0,1.0,
Alquiler de Piso en calle d'En Bot,1300.0,"El Gòtic, Barcelona",Profesional,2.0,59.0,exterior,3.0,1.0,
Alquiler de Piso en calle de l'Aurora,1200.0,"El Raval, Barcelona",Profesional,1.0,45.0,,,0.0,
Alquiler de Piso en calle de Gravina,3300.0,"El Raval, Barcelona",Profesional,2.0,94.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle de Gravina,3000.0,"El Raval, Barcelona",Profesional,3.0,106.0,exterior,1.0,0.0,
"Alquiler de Piso en calle del Comerç, 27",2403.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,62.0,exterior,1.0,1.0,
Alquiler de Piso en plaza Sant Jaume,1950.0,"El Gòtic, Barcelona",Profesional,2.0,69.0,exterior,2.0,1.0,
Alquiler de Piso en calle del Bisbe,1650.0,"El Gòtic, Barcelona",Profesional,1.0,50.0,exterior,4.0,1.0,
Alquiler de Piso en calle dels Còdols,1540.0,"El Gòtic, Barcelona",Profesional,1.0,61.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Milans,1995.0,"El Gòtic, Barcelona",Profesional,2.0,66.0,exterior,1.0,1.0,
Alquiler de Piso en paseo de Joan de Borbó,2800.0,"La Barceloneta, Barcelona",Profesional,2.0,85.0,,4.0,1.0,
Alquiler de Piso en calle de Milans,1995.0,"El Gòtic, Barcelona",Profesional,2.0,67.0,exterior,Entreplanta,1.0,
Alquiler de Piso en paseo de Joan de Borbó,2800.0,"La Barceloneta, Barcelona",Profesional,2.0,85.0,,4.0,1.0,
Alquiler de Piso en plaza Sant Jaume,1950.0,"El Gòtic, Barcelona",Profesional,2.0,69.0,exterior,2.0,1.0,
"Alquiler de Piso en calle del Comerç, 27",2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,57.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Milans,1995.0,"El Gòtic, Barcelona",Profesional,2.0,66.0,,Entreplanta,1.0,
"Alquiler de Piso en calle de Montjuïc del Bisbe, 3",3510.0,"El Gòtic, Barcelona",Profesional,2.0,82.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Ferran,2200.0,"El Gòtic, Barcelona",Profesional,3.0,95.0,,2.0,,
Alquiler de Piso en paseo de Joan de Borbó,3700.0,"La Barceloneta, Barcelona",Profesional,3.0,75.0,exterior,4.0,1.0,
Alquiler de Piso en calle de la Reina Amàlia,1700.0,"El Raval, Barcelona",Profesional,2.0,72.0,exterior,3.0,1.0,
Alquiler de Piso en paseo de Joan de Borbó,1695.0,"La Barceloneta, Barcelona",Profesional,2.0,57.0,exterior,5.0,1.0,
"Alquiler de Piso en calle de la Canuda, 23",2500.0,"El Gòtic, Barcelona",Profesional,2.0,82.0,exterior,2.0,1.0,
Alquiler de Piso en paseo de Salvat Papasseit,2300.0,"La Barceloneta, Barcelona",Profesional,3.0,123.0,exterior,3.0,1.0,
"Alquiler de Piso en via Laietana, 12",3150.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,130.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'Avinyó,1350.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,,1.0,1.0,
Alquiler de Piso en calle de Gravina,3500.0,"El Raval, Barcelona",Profesional,3.0,103.0,exterior,1.0,0.0,
"Alquiler de Piso en calle del Pou de la Cadena, 3",1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,50.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Gravina,3100.0,"El Raval, Barcelona",Profesional,2.0,107.0,exterior,5.0,1.0,Garage optional
Alquiler de Piso en Baixada de Viladecols,1100.0,"El Gòtic, Barcelona",Profesional,2.0,57.0,,4.0,1.0,
Alquiler de Piso en calle de Sant Pere Mitjà,2000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,80.0,,,,
Alquiler de Estudio en calle del Carme s/n,1430.0,"El Raval, Barcelona",Profesional,,36.0,exterior,1.0,1.0,
Alquiler de Piso en El Gòtic,1900.0,"Ciutat Vella, Barcelona",Profesional,2.0,40.0,exterior,4.0,1.0,
Alquiler de Piso en calle de la Reina Amàlia,1250.0,"El Raval, Barcelona",Profesional,2.0,52.0,exterior,2.0,0.0,
Alquiler de Piso en calle Sant Miquel,1300.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,exterior,4.0,1.0,
Alquiler de Piso en calle de les Portadores,1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,55.0,exterior,2.0,1.0,
"Alquiler de Piso en calle Ferran, 47",1600.0,"El Gòtic, Barcelona",Profesional,1.0,65.0,exterior,1.0,0.0,
Alquiler de Piso en rambla La,12800.0,"El Gòtic, Barcelona",Profesional,9.0,200.0,exterior,1.0,1.0,
Alquiler de Piso en paseo de Joan de Borbó,1400.0,"La Barceloneta, Barcelona",Profesional,2.0,57.0,exterior,5.0,1.0,
Alquiler de Piso en paseo de Joan de Borbó,1650.0,"La Barceloneta, Barcelona",Profesional,2.0,57.0,exterior,7.0,1.0,
Alquiler de Piso en calle de la Reina Cristina,2380.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,
Alquiler de Piso en calle de la Reina Cristina,2160.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,65.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'en Gignàs,1500.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,3.0,1.0,
"Alquiler de Estudio en calle Ample, 23",1490.0,"El Gòtic, Barcelona",Profesional,,40.0,exterior,1.0,0.0,
Alquiler de Piso en calle del Portal Nou,999.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,20.0,,,0.0,
Alquiler de Piso en calle de la Reina Amàlia,1500.0,"El Raval, Barcelona",Profesional,2.0,50.0,,,0.0,
Alquiler de Piso en calle de Joaquín Costa,1900.0,"El Raval, Barcelona",Profesional,4.0,86.0,exterior,1.0,0.0,
Alquiler de Piso en calle d'en Gignàs,1500.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,3.0,1.0,
"Alquiler de Piso en calle de Milans, 5",1790.0,"El Gòtic, Barcelona",Profesional,2.0,75.0,interior,3.0,1.0,
Alquiler de Piso en calle de la Reina Cristina,2160.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,65.0,exterior,3.0,1.0,
Alquiler de Piso en Placeta d'Anna Murìa,1820.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,Garage optional
"Alquiler de Piso en calle de l'Argenteria, 66",1495.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,53.0,exterior,2.0,0.0,
"Alquiler de Piso en calle del Doctor Dou, 5",1650.0,"El Raval, Barcelona",Profesional,2.0,70.0,interior,3.0,0.0,
Alquiler de Piso en calle de Ripoll s/n,3850.0,"El Gòtic, Barcelona",Profesional,3.0,120.0,exterior,2.0,1.0,Garage included
"Alquiler de Piso en calle de la Paloma, 5",1450.0,"El Raval, Barcelona",Profesional,2.0,62.0,exterior,3.0,1.0,
"Alquiler de Piso en Joan de Borbò, 69",1675.0,"La Barceloneta, Barcelona",Profesional,2.0,65.0,exterior,6.0,1.0,
"Alquiler de Piso en via Laietana, 9",1990.0,"El Gòtic, Barcelona",Profesional,2.0,130.0,exterior,3.0,1.0,
Alquiler de Ático en avenida del Marquès de l'Argentera,2800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,130.0,exterior,4.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,40.0,exterior,2.0,1.0,
"Alquiler de Piso en calle de Joaquín Costa, 10",1850.0,"El Raval, Barcelona",Profesional,3.0,125.0,exterior,Entreplanta,0.0,
"Alquiler de Piso en calle del Rec Comtal, 8",1390.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,54.0,exterior,3.0,1.0,
"Alquiler de Piso en calle d'en Rauric, 20",1150.0,"El Gòtic, Barcelona",Profesional,1.0,43.0,interior,4.0,0.0,
"Alquiler de Piso en calle de Gravina, 8",3100.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,1.0,1.0,
Alquiler de Estudio en calle de la Dagueria,1300.0,"El Gòtic, Barcelona",Profesional,,15.0,,,0.0,
"Alquiler de Piso en calle de Joaquín Costa, 49",1290.0,"El Raval, Barcelona",Profesional,1.0,50.0,exterior,1.0,1.0,
"Alquiler de Piso en calle d'En Boquer, 9",1390.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,67.0,exterior,Entreplanta,0.0,
Alquiler de Piso en plaza de la Vila de Madrid,1800.0,"El Gòtic, Barcelona",Profesional,3.0,85.0,exterior,6.0,1.0,
Alquiler de Estudio en calle de les Basses de Sant Pere,1200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,22.0,,,0.0,
Alquiler de Estudio en calle del Portal Nou,1100.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,20.0,,,0.0,
Alquiler de Estudio en calle del Portal Nou,1300.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,30.0,,,0.0,
"Alquiler de Piso en Passatge Mercantil, 2",2390.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,113.0,exterior,Entreplanta,1.0,
"Alquiler de Piso en de la paloma, 5",1450.0,"El Raval, Barcelona",Profesional,2.0,62.0,exterior,3.0,1.0,
"Alquiler de Piso en lluna, 3",1885.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,1.0,0.0,
Alquiler de Piso en Pla de Palau,5200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,160.0,exterior,2.0,1.0,Garage optional
Alquiler de Piso en plaza de Pau Vila,4900.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,160.0,exterior,2.0,1.0,Garage optional
Alquiler de Estudio en calle de Ferran,1125.0,"El Gòtic, Barcelona",Profesional,,45.0,exterior,1.0,0.0,
Alquiler de Piso en calle de la Reina Amàlia,1700.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,
Alquiler de Piso en Gravina,2990.0,"El Raval, Barcelona",Profesional,2.0,80.0,exterior,2.0,1.0,
Alquiler de Piso en Gravina,3300.0,"El Raval, Barcelona",Profesional,3.0,96.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de les Jonqueres, 20",2500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,116.0,interior,1.0,1.0,
"Alquiler de Piso en calle de Milans, 4",1995.0,"El Gòtic, Barcelona",Profesional,2.0,67.0,exterior,2.0,1.0,
"Alquiler de Piso en lluna, 3",1885.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,1.0,0.0,
"Alquiler de Piso en calle de Vinaròs, 11",1050.0,"La Barceloneta, Barcelona",Profesional,1.0,37.0,exterior,3.0,0.0,
Alquiler de Piso en calle del Doctor Giné i Partagàs,1000.0,"La Barceloneta, Barcelona",Profesional,1.0,36.0,interior,,0.0,
"Alquiler de Piso en Hospital, 105",1800.0,"El Raval, Barcelona",Profesional,2.0,50.0,exterior,3.0,0.0,
Alquiler de Piso en calle d'en Xuclà,2700.0,"El Raval, Barcelona",Profesional,1.0,55.0,exterior,1.0,1.0,
Alquiler de Piso en calle d'en Xuclà,3200.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Reina Amàlia,2000.0,"El Raval, Barcelona",Profesional,2.0,80.0,exterior,Bajo,1.0,Garage optional
Alquiler de Piso en plaza de Pau Vila,5800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,160.0,exterior,4.0,1.0,Garage optional
Alquiler de Piso en Baixada de Sant Miquel,4400.0,"El Gòtic, Barcelona",Profesional,2.0,160.0,exterior,2.0,1.0,
Alquiler de Piso en Isabel II,5000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,120.0,exterior,4.0,1.0,Garage optional
Alquiler de Piso en rambla La Rambla,1900.0,"El Gòtic, Barcelona",Profesional,2.0,72.0,interior,1.0,1.0,
Alquiler de Piso en plaza de Sant Josep Oriol,2550.0,"El Gòtic, Barcelona",Profesional,2.0,103.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Santa Margarida,1250.0,"El Raval, Barcelona",Profesional,1.0,45.0,,2.0,,
Alquiler de Piso en calle de Sant Pere Més Baix,2500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,75.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Gravina,3300.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Junta de Comerç,1615.0,"El Raval, Barcelona",Profesional,5.0,144.0,exterior,1.0,0.0,
Alquiler de Piso en Baixada de Sant Miquel,4400.0,"El Gòtic, Barcelona",Profesional,2.0,198.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Guítert,920.0,"La Barceloneta, Barcelona",Profesional,1.0,30.0,exterior,4.0,0.0,
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,2750.0,"Ciutat Vella, Barcelona",Profesional,3.0,163.0,exterior,1.0,0.0,
"Alquiler de Estudio en calle de Santa Madrona, 27",1690.0,"El Raval, Barcelona",Profesional,,50.0,exterior,Bajo,0.0,
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,2200.0,"Ciutat Vella, Barcelona",Profesional,2.0,78.0,exterior,1.0,1.0,Garage optional
Alquiler de Dúplex en calle Ample,2400.0,"El Gòtic, Barcelona",Profesional,1.0,85.0,exterior,4.0,0.0,
Alquiler de Piso en El Gòtic,11000.0,"Ciutat Vella, Barcelona",Profesional,3.0,125.0,exterior,1.0,0.0,
"Alquiler de Estudio en calle de Sant Miquel, 110",1500.0,"La Barceloneta, Barcelona",Profesional,,35.0,exterior,2.0,0.0,
"Alquiler de Piso en paseo d'Isabel II, 4",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,55.0,exterior,Entreplanta,0.0,
Alquiler de Piso en calle de Berenguer Mallol,1295.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,,,0.0,
"Alquiler de Piso en rambla La Rambla, 67",4500.0,"El Raval, Barcelona",Profesional,3.0,105.0,exterior,2.0,1.0,
Alquiler de Piso en El Raval,1800.0,"Ciutat Vella, Barcelona",Profesional,1.0,43.0,exterior,3.0,1.0,
Alquiler de Piso en calle dels Mariners,1100.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,4.0,0.0,
Alquiler de Ático en El Gòtic,25000.0,"Ciutat Vella, Barcelona",Profesional,3.0,228.0,exterior,3.0,0.0,
"Alquiler de Piso en calle de Sant Gil, 18",1390.0,"El Raval, Barcelona",Profesional,1.0,34.0,exterior,3.0,0.0,
"Alquiler de Piso en calle del Doctor Aiguader, 3",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,3.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,3.0,1.0,
Alquiler de Piso en calle merce,1550.0,"El Gòtic, Barcelona",Profesional,1.0,40.0,exterior,2.0,1.0,
"Alquiler de Piso en tallers, 6",1400.0,"El Raval, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,
Alquiler de Estudio en calle de Salamanca,1100.0,"La Barceloneta, Barcelona",Profesional,,40.0,exterior,Bajo,0.0,
Alquiler de Piso en El Raval,1145.0,"Ciutat Vella, Barcelona",Profesional,2.0,55.0,exterior,1.0,0.0,
Alquiler de Piso en via Laietana,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,88.0,exterior,3.0,1.0,Garage optional
"Alquiler de Piso en calle del Doctor Aiguader, 1",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,65.0,exterior,1.0,1.0,Garage optional
"Alquiler de Piso en calle del Doctor Aiguader, 7",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Lluna, 3",1800.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,Entreplanta,0.0,
Alquiler de Piso en baluard,1200.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,2.0,0.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,
"Alquiler de Piso en calle Joaquín Costa, 29",1800.0,"El Raval, Barcelona",Profesional,5.0,120.0,exterior,2.0,0.0,
Alquiler de Ático en calle de la Princesa,1500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,56.0,exterior,4.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,1.0,1.0,
"Alquiler de Piso en calle Ample, 2",2800.0,"El Gòtic, Barcelona",Profesional,2.0,77.0,exterior,4.0,1.0,
"Alquiler de Piso en calle del Carme, 21",1620.0,"El Raval, Barcelona",Profesional,2.0,81.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,1.0,1.0,
"Alquiler de Piso en marques de la mina, 3",1200.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,exterior,3.0,0.0,
"Alquiler de Piso en calle del Doctor Aiguader, 7",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Milans, 5",2590.0,"El Gòtic, Barcelona",Profesional,4.0,150.0,exterior,2.0,1.0,
"Alquiler de Piso en calle del Doctor Aiguader, 3",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en El Raval,1145.0,"Ciutat Vella, Barcelona",Profesional,2.0,55.0,exterior,1.0,0.0,
Alquiler de Piso en calle de Salamanca,1400.0,"La Barceloneta, Barcelona",Profesional,2.0,46.0,exterior,Bajo,1.0,
"Alquiler de Piso en tallers, 6",1400.0,"El Raval, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,
Alquiler de Estudio en calle de Salamanca,1100.0,"La Barceloneta, Barcelona",Profesional,,40.0,exterior,Bajo,0.0,
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,36.0,interior,Entreplanta,1.0,
Alquiler de Piso en baluard,1200.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,2.0,0.0,
Alquiler de Piso en El Gòtic,2495.0,"Ciutat Vella, Barcelona",Profesional,3.0,100.0,exterior,3.0,1.0,
"Alquiler de Piso en marques de la mina, 3",1200.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,exterior,3.0,0.0,
"Alquiler de Piso en calle del Mar, 129",1495.0,"La Barceloneta, Barcelona",Profesional,1.0,32.0,exterior,Entreplanta,0.0,
"Alquiler de Piso en calle de Milans, 4",2250.0,"El Gòtic, Barcelona",Profesional,2.0,74.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Marquès de la Mina,1095.0,"La Barceloneta, Barcelona",Profesional,1.0,32.0,exterior,Bajo,1.0,
"Alquiler de Piso en calle d'en Serra, 15",3200.0,"El Gòtic, Barcelona",Profesional,2.0,84.0,exterior,3.0,1.0,
"Alquiler de Piso en rambla Nou de La, 90",1700.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Sant Miquel,1150.0,"La Barceloneta, Barcelona",Profesional,1.0,30.0,exterior,1.0,0.0,
"Alquiler de Piso en serra, 15",3100.0,"El Gòtic, Barcelona",Profesional,2.0,77.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Fontanella,2250.0,"El Gòtic, Barcelona",Profesional,2.0,110.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Correu Vell,1700.0,"El Gòtic, Barcelona",Profesional,1.0,133.0,interior,Bajo,0.0,
Alquiler de Piso en calle del Peu de la Creu,1200.0,"El Raval, Barcelona",Profesional,1.0,75.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sidé,1545.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,55.0,exterior,1.0,0.0,
Alquiler de Ático en l'almirall cervera,2500.0,"La Barceloneta, Barcelona",Profesional,2.0,95.0,exterior,6.0,1.0,
"Alquiler de Piso en C/Joaquín Costa, 36",1450.0,"El Raval, Barcelona",Profesional,2.0,50.0,exterior,3.0,1.0,
"Alquiler de Piso en calle d´en serra, 15",2650.0,"El Gòtic, Barcelona",Profesional,1.0,54.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Sant Pau, 19",1690.0,"El Raval, Barcelona",Profesional,2.0,104.0,exterior,3.0,0.0,
"Alquiler de Piso en lluna, 3",2190.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,3.0,0.0,
Alquiler de Piso en via Laietana,2295.0,"El Gòtic, Barcelona",Profesional,3.0,85.0,exterior,Entreplanta,1.0,
"Alquiler de Piso en calle d'en Serra, 15",2650.0,"El Gòtic, Barcelona",Profesional,1.0,56.0,exterior,3.0,1.0,
"Alquiler de Piso en lluna, 3",2190.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,3.0,0.0,
"Alquiler de Ático en calle de la Princesa, 18",3850.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,150.0,exterior,4.0,1.0,
"Alquiler de Piso en calle d'en Serra, 15",3650.0,"El Gòtic, Barcelona",Profesional,2.0,93.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle d'en Gignàs,1700.0,"El Gòtic, Barcelona",Profesional,2.0,100.0,exterior,3.0,1.0,
"Alquiler de Piso en calle de la Lluna, 3",1890.0,"El Raval, Barcelona",Profesional,2.0,50.0,interior,2.0,0.0,
Alquiler de Piso en calle del Carme,1450.0,"El Raval, Barcelona",Profesional,2.0,86.0,exterior,2.0,1.0,
"Alquiler de Piso en calle d'en Serra, 15",3100.0,"El Gòtic, Barcelona",Profesional,2.0,77.0,exterior,1.0,1.0,
"Alquiler de Piso en en serra, 15",2650.0,"El Gòtic, Barcelona",Profesional,1.0,56.0,exterior,2.0,1.0,
"Alquiler de Piso en lluna, 3",1885.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,4.0,0.0,
Alquiler de Piso en calle de Sant Miquel,1150.0,"La Barceloneta, Barcelona",Profesional,1.0,30.0,exterior,1.0,0.0,
Alquiler de Piso en calle del Correu Vell,1700.0,"El Gòtic, Barcelona",Profesional,1.0,133.0,interior,Bajo,0.0,
Alquiler de Piso en calle de la Cera,1200.0,"El Raval, Barcelona",Profesional,1.0,55.0,exterior,4.0,0.0,
"Alquiler de Piso en calle de Milans, 4",1995.0,"El Gòtic, Barcelona",Profesional,2.0,67.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Lancaster,1475.0,"El Raval, Barcelona",Profesional,2.0,56.0,exterior,2.0,0.0,
Alquiler de Piso en calle de n'Aroles,1550.0,"El Gòtic, Barcelona",Profesional,1.0,38.0,exterior,1.0,1.0,
